KEY,VAR_TARGET,VAR_1,VAR_2,VAR_3,VAR_4,VAR_5,VAR_6,VAR_7,VAR_8,VAR_9,VAR_10,VAR_11,VAR_12,VAR_13,VAR_14,VAR_15,VAR_16,VAR_17,VAR_18,VAR_19,VAR_20,VAR_21,VAR_22,VAR_23,VAR_24,VAR_25,VAR_26,VAR_27,VAR_28,VAR_29,VAR_30,VAR_31,VAR_32,VAR_33,VAR_34,VAR_35,VAR_36,VAR_37,VAR_38,VAR_39,VAR_40,VAR_41,VAR_42,VAR_43,VAR_44,VAR_45,VAR_46,VAR_47,VAR_48,VAR_49,VAR_50
4803,0,2606,Q,34.0,2000.0,1900.0,1.0,3900.0,2264.0,379.0,0.0,9.0,5,0.0,0.0,,E,35.0,1156.0,1.0,1.0,0.0,L,B,4800,4800,0.0,0,2,0.0,0.0,11.0,,,1500,1.0,Y,S,101.0,6,,4494.0,3846.0,,1950.0,0.0,,2394.0,0.0,4800,4800.0
4804,0,2702,Q,34.0,9350.0,500.0,0.0,16900.0,8444.0,2276.0,75.0,28.0,10,7050.0,7050.0,1700.0,K,34.0,1101.0,1.0,1.0,0.0,Y,B,5000,5000,0.0,2,1,2000.0,1323.0,16.0,1434.0,A,12000,2.0,Y,S,101.0,10,3700.0,893.0,1190.0,,5633.0,7050.0,3893.0,1669.0,3893.0,5000,5000.0
4805,0,2707,Q,34.0,1400.0,600.0,2.0,6200.0,538.0,575.0,0.0,9.0,10,4200.0,4200.0,,E,7.0,1392.0,0.0,0.0,5.0,L,E,1715,1715,1.0,0,2,3000.0,993.0,81.0,,,2000,1.0,N,S,305.0,0,,1756.0,5604.0,,2067.0,4200.0,,9263.0,,1715,1715.0
4806,0,3402,I,7.0,5940.0,5940.0,0.0,8940.0,3917.0,0.0,623.0,,5,3000.0,3000.0,3500.0,,,1206.0,0.0,0.0,2.0,,B,3500,3500,0.0,1,0,3500.0,3469.0,22.0,490.0,A,10000,5.0,Y,E,,22,5056.0,724.0,237.0,,4470.0,3000.0,3500.0,127.0,3799.0,0,3500.0
4807,0,3307,Q,34.0,4750.0,4750.0,0.0,4750.0,2487.0,1000.0,0.0,6.0,10,0.0,0.0,,E,11.0,819.0,2.0,2.0,0.0,U,E,2500,2500,0.0,1,3,350.0,0.0,23.0,,,6000,3.0,N,S,1001.0,18,4190.0,326.0,212.0,,4750.0,0.0,,436.0,,2500,2500.0
4808,0,2703,Q,34.0,15233.0,1250.0,0.0,18483.0,6617.0,781.0,0.0,28.0,5,2000.0,2000.0,600.0,E,41.0,1000.0,2.0,2.0,1.0,Y,E,4500,4500,1.0,1,2,1100.0,526.0,1.0,0.0,A,3540,3.0,N,S,901.0,17,600.0,0.0,0.0,,6161.0,2000.0,,4.0,,4500,4500.0
4809,0,4002,Q,34.0,28000.0,3000.0,0.0,51000.0,19778.0,4528.0,0.0,36.0,10,20000.0,20000.0,,E,27.0,976.0,0.0,2.0,3.0,U,E,35000,35000,1.0,0,1,0.0,0.0,16.0,,,20000,1.0,N,S,702.0,0,,26.0,37.0,,17000.0,20000.0,,19.0,,35000,35000.0
4810,0,3301,Q,34.0,,,0.0,4000.0,1384.0,166.0,0.0,12.0,5,4000.0,4000.0,,E,41.0,1402.0,0.0,1.0,4.0,U,E,8500,8500,1.0,1,1,0.0,0.0,78.0,,,3500,3.0,Y,S,803.0,9,4740.0,4747.0,4144.0,,4000.0,4000.0,1793.0,2370.0,1793.0,8500,8500.0
4811,0,6712,W,34.0,,,1.0,0.0,0.0,0.0,0.0,,3,,,,K,23.0,1310.0,1.0,2.0,1.0,,D,1500,1500,,0,0,0.0,0.0,99.0,,,2000,5.0,N,S,0.0,0,,0.0,0.0,,0.0,,,0.0,,1500,
4812,0,4910,W,34.0,9150.0,2000.0,0.0,11150.0,384.0,290.0,0.0,32.0,10,,,,E,16.0,1344.0,0.0,0.0,1.0,,D,2400,2400,,0,0,400.0,0.0,16.0,,,15000,1.0,N,S,6.0,0,,0.0,0.0,,5575.0,,,0.0,,2400,
4813,0,3201,Q,34.0,6000.0,5000.0,1.0,18200.0,3669.0,1218.0,0.0,3.0,10,7200.0,7200.0,,E,22.0,1427.0,1.0,4.0,17.0,U,E,6250,6250,0.0,1,1,7250.0,3783.0,15.0,,,15000,1.0,N,S,106.0,0,13707.0,0.0,0.0,,6067.0,7200.0,,0.0,,6250,6250.0
4814,0,3005,Q,34.0,,,0.0,3000.0,2764.0,10.0,259.0,24.0,5,3000.0,3000.0,500.0,E,34.0,1146.0,1.0,1.0,4.0,N,B,2300,2300,1.0,1,5,500.0,504.0,16.0,0.0,A,4000,4.0,Y,S,808.0,7,1092.0,0.0,0.0,,3000.0,3000.0,2377.0,1.0,2344.0,2300,2300.0
4815,0,2805,Q,34.0,8000.0,8000.0,0.0,8000.0,7998.0,105.0,0.0,14.0,5,0.0,0.0,1500.0,E,31.0,1185.0,1.0,6.0,7.0,I,B,1541,1541,0.0,2,2,1500.0,1494.0,77.0,1481.0,A,15000,1.0,Y,S,501.0,2,13152.0,0.0,1.0,,8000.0,0.0,1541.0,0.0,1541.0,1541,1541.0
4816,0,4611,I,34.0,9800.0,4800.0,2.0,24100.0,4045.0,1784.0,0.0,9.0,5,9500.0,9500.0,,E,1.0,1454.0,1.0,3.0,4.0,N,E,9750,9750,0.0,0,0,3233.0,1183.0,16.0,,,5000,3.0,N,S,1101.0,0,,0.0,0.0,,8033.0,9500.0,,0.0,,9750,9750.0
4817,0,2910,I,34.0,6600.0,800.0,0.0,16600.0,11272.0,2087.0,0.0,3.0,10,4400.0,4400.0,,K,6.0,1231.0,1.0,14.0,18.0,U,B,3500,3500,1.0,0,4,2740.0,614.0,15.0,,,3000,5.0,N,E,104.0,3,,0.0,0.0,,4150.0,4400.0,,0.0,,3500,3500.0
4818,0,3811,Q,34.0,2600.0,2600.0,2.0,4600.0,2836.0,220.0,439.0,17.0,10,2000.0,2000.0,,K,34.0,1261.0,2.0,2.0,1.0,U,B,2200,2200,1.0,0,2,500.0,0.0,29.0,,,15000,3.0,N,S,800.0,14,,11349.0,11476.0,,2300.0,2000.0,,12162.0,,2000,2200.0
4819,0,2707,Q,34.0,7500.0,7500.0,1.0,10500.0,7724.0,2501.0,0.0,24.0,5,3000.0,3000.0,,E,6.0,1108.0,1.0,1.0,2.0,U,B,3900,3900,1.0,0,0,0.0,0.0,85.0,,,14750,4.0,Y,S,300.0,1,,3072.0,1719.0,,5250.0,3000.0,3372.0,891.0,2487.0,3900,3900.0
4820,0,2406,Q,34.0,,,0.0,1000.0,0.0,0.0,0.0,14.0,10,1000.0,1000.0,10.0,E,34.0,1327.0,0.0,1.0,2.0,O,B,160000,160000,0.0,1,4,10.0,0.0,16.0,0.0,A,1250,1.0,Y,S,611.0,19,1145.0,144.0,210.0,,1000.0,1000.0,1422.0,152.0,1456.0,160000,160000.0
4821,0,2801,Q,34.0,1600.0,800.0,1.0,4000.0,1868.0,227.0,0.0,11.0,5,0.0,0.0,,E,9.0,1190.0,0.0,5.0,2.0,Y,B,1300,1300,0.0,0,7,1600.0,0.0,74.0,,,5000,5.0,N,S,0.0,14,,15.0,49.0,,1333.0,0.0,,44.0,,1300,1300.0
4822,0,3405,Q,34.0,7200.0,3000.0,0.0,20700.0,4376.0,777.0,0.0,11.0,10,10500.0,10500.0,1000.0,E,35.0,1418.0,0.0,2.0,0.0,U,B,3500,3500,1.0,0,1,1000.0,2.0,74.0,0.0,A,1500,1.0,Y,S,1104.0,13,,101833.0,101411.0,,6900.0,10500.0,691.0,99252.0,1541.0,3500,3500.0
4823,0,4302,Q,6.0,8000.0,8000.0,0.0,16000.0,2734.0,227.0,0.0,24.0,5,8000.0,8000.0,4000.0,E,6.0,1338.0,0.0,0.0,9.0,N,B,4290,4290,0.0,2,0,6610.0,1244.0,11.0,0.0,A,3000,1.0,Y,S,201.0,14,58511.0,27.0,49.0,,8000.0,8000.0,4307.0,53.0,4309.0,4290,4290.0
4824,0,5110,Q,34.0,16500.0,7000.0,0.0,44600.0,8643.0,7410.0,0.0,9.0,5,0.0,0.0,,E,7.0,1293.0,1.0,1.0,0.0,Y,B,5000,5000,0.0,1,4,29650.0,976.0,22.0,,,6000,3.0,Y,S,820.0,1,12373.0,1707.0,939.0,,11150.0,0.0,5000.0,1982.0,3620.0,5000,5000.0
4825,0,2810,Q,34.0,2600.0,2600.0,0.0,5400.0,3549.0,400.0,0.0,14.0,10,2800.0,2800.0,1000.0,K,34.0,1122.0,0.0,4.0,1.0,L,E,1500,1500,1.0,2,10,1297.0,247.0,16.0,441.0,A,3500,1.0,Y,S,900.0,5,6792.0,176.0,665.0,,2700.0,2800.0,1201.0,801.0,1301.0,1500,1500.0
4826,0,3909,W,34.0,6000.0,6000.0,0.0,6000.0,2463.0,150.0,335.0,11.0,10,0.0,0.0,,E,39.0,1150.0,0.0,0.0,0.0,L,B,3000,3000,0.0,0,0,250.0,245.0,80.0,,,5000,5.0,N,S,402.0,0,,0.0,0.0,,6000.0,0.0,,0.0,,3000,3000.0
4827,0,4705,Q,43.0,,,1.0,2000.0,0.0,0.0,0.0,7.0,10,2000.0,2000.0,,K,43.0,0.0,1.0,3.0,0.0,I,E,1330,1330,0.0,0,0,0.0,0.0,90.0,,,15000,1.0,Y,S,200.0,2,,0.0,0.0,,2000.0,2000.0,,0.0,0.0,1330,1330.0
4828,0,3201,Q,34.0,25000.0,1.0,0.0,26001.0,5339.0,410.0,0.0,12.0,10,0.0,0.0,600.0,E,20.0,1507.0,3.0,6.0,7.0,N,E,3500,3500,0.0,1,4,1400.0,29.0,16.0,0.0,A,5000,1.0,Y,S,709.0,1,10705.0,1288.0,2361.0,,8667.0,0.0,3385.0,3271.0,3385.0,3500,3500.0
4829,0,2508,Q,34.0,1000.0,500.0,0.0,4000.0,3772.0,244.0,0.0,31.0,10,1250.0,1250.0,,E,32.0,1294.0,0.0,10.0,1.0,U,B,5000,5000,1.0,1,34,1000.0,633.0,79.0,,,10000,2.0,N,S,2.0,12,6046.0,312.0,530.0,,800.0,1250.0,,774.0,,5000,5000.0
4830,0,4410,I,34.0,23500.0,15000.0,0.0,43500.0,7675.0,3892.0,0.0,24.0,5,5000.0,5000.0,3000.0,E,34.0,1463.0,1.0,1.0,9.0,U,E,5500,5500,0.0,2,1,12820.0,6241.0,11.0,2013.0,A,15000,1.0,N,S,416.0,0,4467.0,36.0,12.0,,14500.0,5000.0,,11.0,,5500,5500.0
4831,0,4307,Q,34.0,10000.0,6000.0,2.0,18700.0,14436.0,2989.0,0.0,9.0,5,2700.0,2700.0,13750.0,E,6.0,928.0,2.0,10.0,15.0,N,E,4150,4150,1.0,0,7,51998.0,38983.0,11.0,8839.0,A,4000,5.0,N,S,1023.0,9,,0.0,0.0,,6233.0,2700.0,,0.0,,4150,4150.0
4832,0,4306,Q,34.0,2000.0,2000.0,1.0,4000.0,2120.0,2700.0,0.0,,3,2000.0,2000.0,1000.0,K,33.0,761.0,0.0,2.0,3.0,I,B,5000,5000,1.0,0,5,1400.0,1069.0,16.0,1000.0,A,5000,3.0,N,S,,0,,0.0,0.0,,2000.0,2000.0,,0.0,,5000,5000.0
4833,0,2705,Q,34.0,900.0,750.0,5.0,1650.0,1029.0,860.0,194.0,23.0,10,0.0,0.0,,E,34.0,694.0,4.0,21.0,1.0,L,E,2000,2000,0.0,0,16,0.0,0.0,81.0,,,2000,5.0,Y,S,800.0,7,,225.0,105.0,,825.0,0.0,1801.0,126.0,1801.0,2000,2000.0
4834,0,4603,Q,34.0,10200.0,300.0,1.0,37200.0,12932.0,4147.0,0.0,14.0,10,0.0,0.0,50.0,E,34.0,1218.0,1.0,4.0,4.0,L,E,3500,3500,0.0,0,13,12650.0,6608.0,16.0,0.0,A,5000,5.0,Y,S,406.0,0,,434.0,361.0,,5314.0,0.0,2187.0,4613.0,2585.0,3500,3500.0
4835,0,2307,Q,34.0,,,1.0,500.0,462.0,142.0,0.0,11.0,10,500.0,500.0,,K,1.0,1146.0,0.0,0.0,0.0,U,B,1700,1700,1.0,0,0,0.0,0.0,79.0,,,3000,1.0,N,S,401.0,0,,0.0,0.0,,500.0,500.0,,0.0,,1700,1700.0
4836,0,2811,I,34.0,1300.0,1300.0,0.0,1300.0,1284.0,150.0,0.0,21.0,10,0.0,0.0,1650.0,E,34.0,1028.0,2.0,2.0,3.0,U,B,2750,2750,0.0,0,4,2450.0,2437.0,16.0,1650.0,A,5000,2.0,Y,S,1003.0,12,,877.0,971.0,,1300.0,0.0,2724.0,693.0,2724.0,2750,2750.0
4837,0,2404,Q,34.0,30000.0,500.0,2.0,30500.0,509.0,11.0,117.0,32.0,10,0.0,0.0,,E,34.0,679.0,2.0,2.0,2.0,U,B,30000,30000,0.0,0,4,2000.0,1701.0,16.0,,,15000,3.0,N,S,406.0,8,,0.0,0.0,,15250.0,0.0,,0.0,,30000,30000.0
4838,0,5411,Q,34.0,400.0,400.0,0.0,400.0,0.0,0.0,0.0,16.0,9,0.0,0.0,,E,42.0,1311.0,0.0,5.0,1.0,I,E,3700,3700,0.0,0,11,900.0,152.0,6.0,,,4000,1.0,N,B,106.0,12,,39.0,25.0,,400.0,0.0,,22.0,,3700,3700.0
4839,0,3605,Q,34.0,1000.0,1000.0,1.0,1000.0,0.0,0.0,0.0,13.0,10,0.0,0.0,1450.0,K,34.0,1206.0,2.0,5.0,11.0,L,E,1473,1473,0.0,0,16,2150.0,1614.0,78.0,1443.0,A,5000,1.0,Y,S,110.0,114,,1.0,2.0,,1000.0,0.0,1304.0,2.0,1389.0,1473,1473.0
4840,0,3003,W,34.0,4000.0,4000.0,1.0,8000.0,5859.0,160.0,1328.0,34.0,10,,,,K,34.0,920.0,7.0,7.0,0.0,,B,1000,1000,,0,0,10096.0,732.0,78.0,,,10000,5.0,N,S,3.0,0,,0.0,0.0,,4000.0,,,0.0,,1000,
4841,0,2210,W,34.0,4450.0,500.0,0.0,4950.0,1911.0,520.0,0.0,13.0,10,,,,K,6.0,1240.0,4.0,6.0,0.0,,B,1400,1400,,0,0,700.0,40.0,16.0,,,1500,5.0,N,S,102.0,0,,0.0,0.0,,2475.0,,,0.0,,1400,
4842,0,2404,W,34.0,2800.0,2800.0,0.0,2800.0,1236.0,350.0,160.0,25.0,10,,,,E,34.0,1172.0,0.0,1.0,1.0,,B,1540,1540,,0,0,600.0,523.0,16.0,,,15000,3.0,N,S,4.0,0,,0.0,0.0,,2800.0,,,0.0,,1540,
4843,0,5105,I,34.0,3500.0,1000.0,1.0,12500.0,8188.0,2370.0,0.0,34.0,3,0.0,0.0,,E,7.0,1257.0,1.0,11.0,13.0,N,D,6600,6600,0.0,0,12,23778.0,6898.0,16.0,,,5000,4.0,N,S,410.0,0,,0.0,0.0,,2500.0,0.0,,0.0,,6600,
4844,0,4704,W,34.0,,,2.0,0.0,0.0,0.0,0.0,32.0,10,,,,K,35.0,1389.0,2.0,2.0,0.0,,E,1500,1500,,0,0,200.0,146.0,16.0,,,3000,3.0,N,S,0.0,0,,0.0,0.0,,0.0,,,0.0,,1500,
4845,0,3602,I,34.0,4750.0,1427.0,3.0,9723.0,8306.0,2658.0,1420.0,16.0,10,1000.0,1000.0,,E,34.0,927.0,6.0,18.0,0.0,U,E,2483,2483,1.0,0,3,6250.0,3810.0,23.0,,,9000,1.0,N,S,202.0,0,,0.0,0.0,,2431.0,1000.0,,0.0,,2483,2483.0
4846,0,3111,I,35.0,,,0.0,0.0,0.0,0.0,0.0,11.0,5,0.0,0.0,2000.0,E,35.0,1327.0,2.0,4.0,14.0,U,B,2700,2700,0.0,0,0,0.0,0.0,16.0,1980.0,A,5000,1.0,Y,S,601.0,3,,91.0,170.0,,0.0,0.0,2981.0,173.0,3044.0,2700,2700.0
4847,0,2607,I,34.0,1250.0,1250.0,0.0,1250.0,437.0,466.0,0.0,20.0,10,0.0,0.0,,E,34.0,1405.0,1.0,9.0,3.0,L,E,1900,1900,0.0,0,9,1250.0,440.0,16.0,,,2000,1.0,Y,S,401.0,13,,6.0,54.0,,1250.0,0.0,1751.0,72.0,1763.0,1900,1900.0
4848,0,2702,Q,34.0,,,1.0,0.0,0.0,0.0,0.0,13.0,10,0.0,0.0,500.0,E,6.0,1130.0,1.0,2.0,3.0,L,E,2210,2210,0.0,1,5,3500.0,1380.0,78.0,0.0,A,5000,1.0,Y,S,200.0,0,500.0,0.0,0.0,,0.0,0.0,,0.0,0.0,2210,2210.0
4849,0,2407,Q,34.0,,,0.0,2000.0,898.0,78.0,0.0,36.0,10,2000.0,2000.0,1000.0,E,16.0,1239.0,0.0,5.0,1.0,L,E,1600,1600,1.0,1,0,2450.0,765.0,16.0,367.0,A,3000,2.0,Y,S,401.0,0,4312.0,274.0,278.0,,2000.0,2000.0,1301.0,144.0,1951.0,1600,1600.0
4850,0,2909,I,34.0,14000.0,9100.0,0.0,35850.0,4928.0,26820.0,0.0,21.0,10,0.0,0.0,3000.0,K,34.0,880.0,0.0,2.0,11.0,U,B,10000,10000,0.0,2,4,8040.0,7034.0,7.0,2980.0,A,8000,3.0,Y,S,405.0,1,40282.0,4462.0,1593.0,,11950.0,0.0,31171.0,1041.0,20300.0,10000,10000.0
4851,0,3007,I,34.0,,,0.0,0.0,0.0,0.0,0.0,14.0,10,0.0,0.0,,E,38.0,953.0,3.0,8.0,2.0,O,E,1600,1600,0.0,0,4,800.0,798.0,16.0,,,1500,1.0,N,S,6.0,6,,0.0,0.0,,0.0,0.0,,0.0,,1600,1600.0
4852,0,2604,Q,34.0,2000.0,2000.0,0.0,3000.0,1885.0,227.0,0.0,8.0,10,1000.0,1000.0,550.0,E,41.0,1135.0,2.0,7.0,1.0,I,E,2000,2000,1.0,1,6,6139.0,5285.0,16.0,560.0,A,10000,5.0,N,S,501.0,0,2589.0,0.0,0.0,,1500.0,1000.0,,0.0,,2000,2000.0
4853,0,2403,Q,34.0,3200.0,1200.0,1.0,4400.0,2742.0,2129.0,0.0,11.0,5,0.0,0.0,,E,58.0,734.0,1.0,2.0,0.0,U,B,2169,2169,0.0,0,0,3067.0,267.0,74.0,,,12000,2.0,Y,S,0.0,1,,0.0,0.0,,2200.0,0.0,,0.0,1084.0,2169,2169.0
4854,0,3800,Q,34.0,1900.0,1000.0,0.0,5150.0,3416.0,750.0,0.0,28.0,10,2250.0,2250.0,,E,27.0,1125.0,0.0,0.0,2.0,L,E,1300,1300,1.0,0,3,0.0,0.0,77.0,,,3000,1.0,Y,S,402.0,0,,2.0,6.0,,1717.0,2250.0,,3.0,0.0,1300,1300.0
4855,0,3510,Q,34.0,,,0.0,0.0,0.0,0.0,0.0,36.0,5,0.0,0.0,500.0,E,67.0,1226.0,0.0,2.0,4.0,U,E,2700,2700,0.0,1,0,2600.0,1674.0,16.0,0.0,A,14000,3.0,N,S,405.0,0,1050.0,17.0,8.0,,0.0,0.0,,6.0,,2700,2700.0
4856,0,6509,W,34.0,750.0,750.0,1.0,750.0,0.0,0.0,0.0,,3,,,,E,45.0,1109.0,2.0,3.0,2.0,,E,1265,1265,,0,0,550.0,484.0,99.0,,,2500,1.0,N,B,0.0,0,,0.0,0.0,,750.0,,,0.0,,1265,
4857,0,2403,W,26.0,10000.0,2600.0,1.0,12600.0,1766.0,450.0,432.0,24.0,5,,,,E,26.0,877.0,4.0,4.0,1.0,,E,3500,3500,,0,0,1250.0,1177.0,76.0,,,40000,3.0,N,Y,211.0,0,,0.0,0.0,,6300.0,,,0.0,,3500,
4858,0,4707,W,59.0,2650.0,2650.0,0.0,2650.0,0.0,410.0,0.0,35.0,10,,,,E,59.0,1092.0,1.0,1.0,1.0,,E,1769,1769,,0,0,1250.0,0.0,81.0,,,16000,3.0,N,Y,702.0,0,,0.0,0.0,,2650.0,,,0.0,,1769,
4859,0,3009,W,34.0,4100.0,1300.0,1.0,5400.0,1277.0,1300.0,0.0,1.0,10,,,,K,33.0,1419.0,0.0,0.0,0.0,,B,1800,1800,,0,1,550.0,0.0,29.0,,,3500,5.0,N,S,603.0,0,,0.0,0.0,,2700.0,,,0.0,,1800,
4860,0,4608,W,34.0,,,0.0,0.0,0.0,0.0,0.0,36.0,5,,,,E,10.0,1191.0,2.0,2.0,0.0,,E,1600,1600,,0,0,0.0,0.0,81.0,,,5000,1.0,N,S,107.0,0,,0.0,0.0,,0.0,,,0.0,,1600,
4861,0,4100,W,34.0,1500.0,1500.0,0.0,1500.0,1496.0,1030.0,0.0,7.0,10,,,,E,35.0,1157.0,1.0,4.0,4.0,,E,1300,1300,,0,0,0.0,0.0,78.0,,,12000,5.0,N,S,500.0,0,,0.0,0.0,,1500.0,,,0.0,,1300,
4862,0,2403,W,34.0,5900.0,100.0,0.0,6000.0,5363.0,219.0,0.0,,6,,,,E,42.0,1198.0,5.0,6.0,0.0,,B,1500,1500,,0,0,500.0,0.0,78.0,,,5500,2.0,N,O,0.0,0,,0.0,0.0,,3000.0,,,0.0,,1500,
4863,0,2811,W,34.0,,,0.0,0.0,0.0,0.0,0.0,32.0,10,,,,K,34.0,1099.0,0.0,0.0,2.0,,,3000,3000,,0,0,0.0,0.0,16.0,,,1000,3.0,N,S,100.0,0,,0.0,0.0,,0.0,,,0.0,,3000,
4864,0,4507,Q,6.0,7500.0,900.0,0.0,14000.0,7547.0,788.0,0.0,11.0,5,2600.0,2600.0,,E,46.0,812.0,0.0,3.0,13.0,U,E,3500,3500,1.0,0,2,2416.0,1387.0,74.0,,,15000,1.0,Y,S,0.0,16,,31.0,37.0,,3500.0,2600.0,2793.0,45.0,2793.0,3500,3500.0
4865,0,2403,Q,34.0,1000.0,1000.0,2.0,3500.0,1069.0,710.0,0.0,32.0,10,2500.0,2500.0,1100.0,E,44.0,979.0,0.0,2.0,1.0,L,E,2000,2000,1.0,2,2,1700.0,1709.0,78.0,1099.0,A,6000,3.0,Y,S,1000.0,0,11525.0,128.0,86.0,,1750.0,2500.0,2124.0,190.0,1783.0,2000,2000.0
4866,0,2504,W,34.0,2900.0,2900.0,0.0,2900.0,445.0,500.0,0.0,28.0,5,,,,K,34.0,1028.0,1.0,4.0,0.0,N,B,1700,1700,,0,0,1000.0,640.0,16.0,,,10000,1.0,N,S,1001.0,0,,0.0,0.0,,2900.0,,,0.0,,1700,1700.0
4867,0,2404,Q,34.0,3600.0,1650.0,0.0,6500.0,4378.0,1318.0,0.0,21.0,10,1250.0,1250.0,1500.0,E,35.0,1098.0,0.0,3.0,1.0,U,B,2100,2100,0.0,2,4,2400.0,2413.0,16.0,1500.0,A,6600,1.0,Y,S,102.0,0,12224.0,0.0,0.0,,2167.0,1250.0,2120.0,14.0,2395.0,2100,2100.0
4868,0,2901,I,34.0,2500.0,2500.0,0.0,5000.0,3490.0,1490.0,0.0,28.0,10,0.0,0.0,,E,7.0,1395.0,1.0,4.0,8.0,O,E,2800,2800,1.0,0,6,950.0,639.0,16.0,,,15000,3.0,N,S,7.0,15,,10649.0,3607.0,,2500.0,0.0,,1859.0,,2800,2800.0
4869,0,2011,Q,34.0,,,0.0,0.0,0.0,0.0,0.0,7.0,10,0.0,0.0,,E,34.0,1328.0,1.0,2.0,3.0,L,B,1900,1900,0.0,0,5,0.0,0.0,16.0,,,1500,1.0,Y,S,1005.0,6,,63.0,147.0,,0.0,0.0,2184.0,219.0,2046.0,1900,1900.0
4870,0,2610,Q,34.0,1000.0,1000.0,1.0,4000.0,905.0,1218.0,0.0,1.0,10,3000.0,3000.0,250.0,E,34.0,1103.0,0.0,3.0,0.0,L,E,3000,3000,1.0,1,4,1000.0,747.0,78.0,220.0,A,4000,1.0,Y,S,910.0,6,6972.0,231.0,667.0,,2000.0,3000.0,1379.0,426.0,1326.0,3000,3000.0
4871,0,3611,I,34.0,3300.0,3300.0,1.0,3300.0,2889.0,941.0,0.0,24.0,5,0.0,0.0,,E,66.0,1255.0,1.0,1.0,2.0,N,E,6000,6000,0.0,0,0,1500.0,1458.0,11.0,,,1500,1.0,Y,S,1014.0,0,,54.0,120.0,,3300.0,0.0,5242.0,60.0,5225.0,3500,6000.0
4872,0,3311,Q,34.0,6000.0,6000.0,0.0,8000.0,1209.0,1506.0,0.0,13.0,10,2000.0,2000.0,500.0,E,27.0,1340.0,0.0,1.0,2.0,L,E,210000,210000,1.0,0,0,1300.0,0.0,78.0,0.0,A,2000,3.0,Y,S,1007.0,3,,804.0,2748.0,,4000.0,2000.0,5698.0,2093.0,5743.0,210000,210000.0
4873,0,2905,Q,34.0,,,0.0,2000.0,1945.0,500.0,0.0,32.0,10,2000.0,2000.0,,E,59.0,1049.0,1.0,4.0,1.0,O,B,1800,1800,1.0,0,3,0.0,0.0,16.0,,,4500,1.0,Y,S,701.0,2,,121.0,54.0,,2000.0,2000.0,2104.0,55.0,1877.0,1800,1800.0
4874,0,2303,Q,34.0,,,0.0,1817.0,1221.0,162.0,0.0,28.0,10,1817.0,1817.0,500.0,E,7.0,1158.0,0.0,0.0,0.0,U,B,1450,1450,1.0,1,0,500.0,467.0,16.0,462.0,A,2000,2.0,Y,S,201.0,0,500.0,2.0,19.0,,1817.0,1817.0,1400.0,82.0,1400.0,1450,1450.0
4875,0,2101,Q,34.0,,,0.0,1300.0,233.0,120.0,62.0,24.0,5,1300.0,1300.0,1000.0,E,80.0,883.0,0.0,1.0,1.0,N,B,2980,2980,1.0,2,1,1000.0,760.0,11.0,745.0,A,1000,4.0,Y,S,201.0,14,25652.0,0.0,462.0,,1300.0,1300.0,,629.0,0.0,2980,2980.0
4876,0,3909,Q,34.0,6180.0,6180.0,0.0,6180.0,3549.0,2568.0,518.0,,6,0.0,0.0,5000.0,E,35.0,1153.0,0.0,2.0,2.0,U,E,5000,5000,0.0,2,4,5650.0,661.0,16.0,0.0,A,10000,1.0,N,O,,7,5740.0,385743.0,402283.0,,6180.0,0.0,,425261.0,,5000,5000.0
4877,0,3408,Q,34.0,5500.0,5500.0,0.0,5500.0,4896.0,1448.0,0.0,20.0,10,0.0,0.0,0.0,E,38.0,1393.0,0.0,2.0,8.0,U,E,4000,4000,0.0,1,1,100.0,0.0,23.0,0.0,A,2500,1.0,N,S,1004.0,13,919.0,339.0,352.0,,5500.0,0.0,,397.0,,4000,4000.0
4878,0,2709,Q,34.0,4000.0,600.0,0.0,8000.0,2082.0,580.0,169.0,14.0,10,0.0,0.0,500.0,E,34.0,1211.0,0.0,1.0,0.0,U,B,2000,2000,0.0,0,0,805.0,0.0,90.0,0.0,A,1200,1.0,Y,S,1005.0,0,,489.0,620.0,,2667.0,0.0,2504.0,1789.0,2222.0,2000,2000.0
4879,0,3307,Q,34.0,,,3.0,4000.0,438.0,1114.0,66.0,26.0,10,4000.0,4000.0,0.0,E,34.0,1375.0,3.0,8.0,1.0,U,B,2500,2500,1.0,0,4,2000.0,0.0,89.0,0.0,A,3000,1.0,Y,S,802.0,11,,1556.0,4971.0,,4000.0,4000.0,,3471.0,0.0,2500,2500.0
4880,0,2710,I,34.0,,,0.0,6500.0,0.0,2257.0,0.0,16.0,10,6500.0,6500.0,,E,16.0,1350.0,0.0,0.0,0.0,U,B,2500,2500,1.0,0,0,0.0,0.0,29.0,,,10000,2.0,Y,S,110.0,3,,930.0,721.0,,6500.0,6500.0,949.0,964.0,949.0,2500,
4881,0,5105,I,34.0,25000.0,8000.0,0.0,66900.0,10503.0,2000.0,0.0,,3,0.0,0.0,,E,20.0,1421.0,1.0,1.0,5.0,U,E,4000,4000,0.0,0,0,400.0,0.0,29.0,,,15000,2.0,N,B,0.0,0,,0.0,0.0,,16725.0,0.0,,0.0,,4000,
